name,mcc,service_line,segment,service_offering,contract_type,planned_cost,actual_cost,planned_effort,actual_effort,resource_count,start_date,end_date,tech_stack,status,baseline_rpp,latest_rpp,dollar_impact,project_margin_baseline,project_margin_latest,onsite_mix_pct
EDIUPSAPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,244355.12,244355.12,19.64,23.71,3,2025-02-01,2026-01-15,DNA,Overrun,12441.71,10305.99,14262.78,0.454,0.496,0.58
EDIUPSAPDX,SCEDISON,DX,SURE,Non Maintenance,FP,375852.97,376101.44,52.15,59.81,9,2025-02-01,2026-01-15,DX,Overrun,7207.15,6288.27,32929.04,0.513,0.535,0.22
EDIUPSAPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,332659.22,339013.29,24.9,25.87,4,2025-02-01,2026-01-15,EAS,Overrun,13359.81,13104.5,10805.81,0.463,0.489,0.47
EDIUPSAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,3879055.35,3903957.12,355.14,367.45,59,2025-02-01,2026-01-15,EAS,Overrun,10922.61,10624.46,42091.22,0.463,0.457,0.29
EDIUPSAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,461323.88,468101.03,72.85,73.64,12,2025-02-01,2026-01-15,IQE,Underrun,6332.52,6356.61,-1154.71,0.536,0.567,0.19
EDIUPSAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,998137.46,1045131.0,61.31,64.53,10,2025-02-01,2026-01-15,ADM,Underrun,16280.17,16196.05,-23729.06,0.443,0.457,0.59
EDJDMBSTIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,43584.0,43584.0,5.7,5.69,1,2025-07-01,2026-01-31,IQE,Overrun,7646.32,7659.75,416.87,0.655,0.688,0.21
EDJDMBSTSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,221296.0,221296.0,50.1,50.1,8,2025-07-01,2026-01-31,ADM,Underrun,4417.09,4417.09,-4148.95,0.546,0.64,0.06
EDLSUSTPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,20998.0,20997.98,1.9,1.9,1,2025-09-10,2026-03-15,CIS,Overrun,11051.58,11051.57,10.03,-0.45,0.421,0.63
EDLSUSTPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,9390.0,9389.98,1.66,1.66,1,2025-09-10,2026-03-15,EAS,Overrun,5656.63,5656.61,13.01,0.464,0.824,0.0
EDLSUSTPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,34200.0,34199.97,2.25,2.25,1,2025-09-10,2026-03-15,IQE,Overrun,15200.0,15199.99,0.02,0.386,0.398,1.0
EDLSUSTPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,124972.0,161170.07,13.3,16.65,2,2025-09-10,2026-03-15,ADM,Overrun,9396.39,9679.88,357.49,0.489,0.441,0.39
EDLZOHSPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,1582279.93,1584519.86,231.01,227.46,39,2025-07-24,2030-02-16,CIS,Underrun,6849.4,6966.15,-5727.23,0.44,0.429,0.18
EDLZOHSPENGCDPE,SCEDISON,ENG,SURE,Non Maintenance,FP,11200.0,8959.99,0.03,0.03,1,2025-07-24,2030-02-16,ENG,Overrun,373333.33,298666.33,2.6,0.998,0.999,0.0
EDMBPSTPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,82085.0,82085.0,8.0,8.0,1,2025-04-01,2025-07-31,CIS,Overrun,10260.62,10260.62,35.08,0.0,0.268,0.5
EDMBPSTPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,47218.0,47218.0,4.0,3.0,1,2025-04-01,2025-07-31,DNA,Underrun,11804.5,15739.33,-10976.57,0.0,0.747,0.5
EDMBPSTPDX,SCEDISON,DX,SURE,Non Maintenance,FP,26402.0,26402.0,1.5,1.48,1,2025-04-01,2025-07-31,DX,Underrun,17601.33,17839.19,-226.59,0.0,0.364,1.0
EDMBPSTPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,147929.0,147929.0,19.0,14.3,3,2025-04-01,2025-07-31,EAS,Underrun,7785.74,10344.69,-2632.68,0.0,0.618,0.21
EDMBPSTPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,319411.0,319411.0,25.5,25.42,4,2025-04-01,2025-07-31,EAS,Underrun,12525.92,12565.34,-1356.79,0.0,0.504,0.37
EDMBPSTPIGC,SCEDISON,IGC,SURE,Non Maintenance,FP,173769.0,173769.0,7.4,6.5,1,2025-04-01,2025-07-31,IGC,Underrun,23482.3,26733.69,-9923.03,-2.63,0.68,0.27
EDMBPSTPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,285321.0,285321.0,22.0,20.98,4,2025-04-01,2025-07-31,IQE,Overrun,12969.14,13599.67,4008.81,0.0,0.466,0.53
EDMBPSTPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,1032469.0,1032469.0,105.91,103.83,18,2025-04-01,2025-07-31,ADM,Underrun,9748.55,9943.84,-12932.31,0.74,0.535,0.41
EDMDIVSTEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,18396.0,19448.5,1.84,1.84,1,2025-02-24,2025-08-31,EAS,Underrun,9997.83,10569.84,-350.83,0.587,0.794,0.29
EDMDIVSTESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,15599.0,0.0,2.38,0.0,1,2025-02-24,2025-08-31,EAS,Underrun,6554.2,,0.0,0.335,0.0,0.32
EDMDIVSTIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,111388.0,125934.5,10.75,10.76,2,2025-02-24,2025-08-31,IQE,Underrun,10361.67,11703.95,-8592.98,0.5,0.633,0.39
EDMLOMMPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,350000.0,385000.0,65.2,72.72,11,2024-10-14,2026-03-30,DNA,Underrun,5368.1,5294.28,-727.63,0.656,0.685,0.0
EDMV9STPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,29491.0,29491.0,1.85,1.84,1,2025-09-02,2026-05-31,CIS,Underrun,15941.08,16027.72,-209.72,0.355,0.36,1.0
EDMV9STPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,32046.0,32046.0,4.1,4.1,1,2025-09-02,2026-05-31,IQE,Underrun,7816.1,7816.1,-55.84,0.612,0.628,0.18
EDMV9STPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,101053.0,101053.0,9.5,9.51,2,2025-09-02,2026-05-31,ADM,Underrun,10637.16,10625.97,-663.28,0.469,0.498,0.39
EDNB4SAPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,23975.0,23975.0,1.5,1.5,1,2024-09-02,2025-08-28,CIS,Underrun,15983.33,15983.33,0.0,0.364,0.364,1.0
EDNB4SAPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,73731.61,80222.09,10.3,18.22,2,2024-09-02,2025-08-28,DNA,Overrun,7158.41,4402.97,61501.87,-0.048,,0.67
EDNB4SAPDX,SCEDISON,DX,SURE,Non Maintenance,FP,220264.98,223287.48,36.21,45.27,6,2024-09-02,2025-08-28,DX,Underrun,6082.99,4932.35,-7058.06,0.643,0.715,0.08
EDNB4SAPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,8905.73,17781.47,3.25,3.05,1,2024-09-02,2025-08-28,EAS,Underrun,2740.22,5829.99,-15447.84,-0.578,0.296,0.42
EDNB4SAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,2413825.35,2436693.34,251.68,261.07,42,2024-09-02,2025-08-28,EAS,Overrun,9590.85,9333.49,41060.37,0.392,0.378,0.34
EDNB4SAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,779247.24,810031.87,105.96,109.02,18,2024-09-02,2025-08-28,IQE,Underrun,7354.16,7430.12,-9897.96,0.639,0.68,0.19
EDNB4SAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,414576.09,422534.75,30.21,28.8,5,2024-09-02,2025-08-28,ADM,Underrun,13723.14,14671.35,-19001.75,0.503,0.529,0.48
EDNB5PSPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,6864.01,6864.01,0.33,2.89,1,2025-06-05,2025-07-15,DNA,Overrun,20800.03,2375.09,25033.39,0.0,,1.0
EDNB5PSPDX,SCEDISON,DX,SURE,Non Maintenance,FP,12968.25,12968.25,0.81,1.95,1,2025-06-05,2025-07-15,DX,Overrun,16010.19,6650.38,1420.28,0.0,0.262,1.0
EDNB5PSPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,2553.6,2553.6,0.12,0.0,1,2025-06-05,2025-07-15,EAS,Underrun,21280.0,,-1447.59,0.0,1.0,1.0
EDNB5PSPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,202754.75,202755.31,15.2,15.13,3,2025-06-05,2025-07-15,EAS,Underrun,13339.13,13400.88,-1818.91,0.567,0.587,0.45
EDNB5PSPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,20664.36,20664.29,2.27,2.27,1,2025-06-05,2025-07-15,IQE,Underrun,9103.24,9103.21,-71.22,0.0,0.638,0.29
EDNB5PSPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,17160.03,17159.54,0.65,0.64,1,2025-06-05,2025-07-15,ADM,Underrun,26400.05,26811.78,-150.95,0.0,0.436,1.0
EDNB5SAPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,49185.59,49185.59,3.64,5.72,1,2025-09-01,2026-10-26,DNA,Overrun,13512.52,8598.88,1805.92,3.628,0.585,0.48
EDNB5SAPDX,SCEDISON,DX,SURE,Non Maintenance,FP,246493.12,246493.12,41.72,45.09,7,2025-09-01,2026-10-26,DX,Overrun,5908.27,5466.69,10479.59,2.073,0.565,0.07
EDNB5SAPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,85255.82,85255.82,7.78,7.78,1,2025-09-01,2026-10-26,EAS,Overrun,10958.33,10958.33,4.46,50.059,0.553,0.35
EDNB5SAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,1556906.65,1556906.65,118.28,119.28,20,2025-09-01,2026-10-26,EAS,Underrun,13162.89,13052.54,-13069.57,0.68,0.442,0.53
EDNB5SAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,404767.26,404767.26,52.7,54.16,9,2025-09-01,2026-10-26,IQE,Underrun,7680.59,7473.55,-6084.5,3.002,0.663,0.18
EDNB5SAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,221228.56,221228.56,24.38,24.38,4,2025-09-01,2026-10-26,ADM,Overrun,9074.18,9074.18,1.34,10.781,0.544,0.24
EDNEASAPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,4228.0,4228.0,0.2,0.2,1,2025-04-01,2025-05-09,DNA,Underrun,21140.0,21140.0,-0.0,0.98,0.98,0.0
EDNEASAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,63529.0,63529.0,6.52,6.52,1,2025-04-01,2025-05-09,EAS,Underrun,9743.71,9743.71,-0.37,0.367,0.367,0.53
EDNEASAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,13984.0,13984.0,1.16,1.16,1,2025-04-01,2025-05-09,IQE,Underrun,12055.17,12055.17,0.0,0.707,0.707,0.34
EDNEASAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,3960.0,3960.0,0.0,0.0,1,2025-04-01,2025-05-09,ADM,Underrun,,,0.0,1.0,1.0,
EDNXEASTCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,1663121.0,1656384.28,141.5,141.5,24,2025-08-01,2028-01-31,CIS,Overrun,11753.51,11705.9,3797.29,0.414,0.425,0.52
EDNXEASTDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,0.0,1763337.38,147.0,147.0,24,2025-08-01,2028-01-31,DNA,Underrun,0.0,11995.49,0.0,0.0,0.465,0.39
EDNXEASTDX,SCEDISON,DX,SURE,Non Maintenance,FP,0.0,9511.04,0.0,2.0,1,2025-08-01,2028-01-31,DX,Overrun,,4755.52,846.12,1.0,0.909,
EDNXEASTEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,2851300.0,2829905.58,333.5,333.5,56,2025-08-01,2028-01-31,EAS,Overrun,8549.63,8485.47,10761.87,0.435,0.486,0.23
EDNXEASTESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,5326262.0,5277795.75,414.75,414.75,69,2025-08-01,2028-01-31,EAS,Overrun,12842.1,12725.25,27810.59,0.348,0.399,0.4
EDNXEASTIGC,SCEDISON,IGC,SURE,Non Maintenance,FP,5678025.0,5644859.75,138.32,138.0,23,2025-08-01,2028-01-31,IGC,Overrun,41049.92,40904.78,11285.74,0.332,0.39,0.77
EDNXEASTIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,8428852.0,8339180.83,920.5,921.5,153,2025-08-01,2028-01-31,IQE,Overrun,9156.82,9049.57,52479.9,0.431,0.432,0.33
EDNXEASTSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,34692440.0,33119025.39,3391.32,3387.32,565,2025-08-01,2028-01-31,ADM,Overrun,10229.77,9777.35,792848.47,0.456,0.425,0.32
EDNXGSAPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,5877635.72,5877636.01,754.98,755.05,126,2025-04-07,2029-02-15,EAS,Overrun,7785.15,7784.43,1886.02,0.369,0.404,0.28
EDNXGSAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,183431212.65,183431211.79,7865.15,7863.49,1311,2025-04-07,2029-02-15,EAS,Underrun,23322.02,23326.95,-955399.05,0.199,0.215,0.3
EDNXGSAPIGC,SCEDISON,IGC,SURE,Non Maintenance,FP,74403250.0,74403250.0,806.55,836.46,134,2025-04-07,2029-02-15,IGC,Underrun,92248.78,88950.16,-96001.56,0.138,0.186,0.89
EDNXGSAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,10346534.69,10346535.27,1154.49,1154.57,192,2025-04-07,2029-02-15,IQE,Underrun,8962.0,8961.38,-31511.99,0.351,0.372,0.33
EDNXGSAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,2962011.94,2895037.55,212.49,203.68,35,2025-04-07,2029-02-15,ADM,Underrun,13939.54,14213.66,-67122.05,-0.009,0.344,0.7
EDOBFESPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,3265.97,3265.97,0.58,0.58,1,2025-06-02,2026-03-31,EAS,Underrun,5630.98,5630.98,-11.31,0.851,0.726,0.0
EDOBFESPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,213161.69,213161.69,19.54,19.53,3,2025-06-02,2026-03-31,EAS,Overrun,10908.99,10914.58,1664.98,0.566,0.474,0.35
EDOBFESPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,29284.34,29284.34,3.82,3.75,1,2025-06-02,2026-03-31,IQE,Underrun,7666.06,7809.16,-200.04,2.645,0.619,0.26
EDOLDSTPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,20735.0,20735.0,1.8,1.8,1,2024-09-09,2025-06-30,CIS,Overrun,11519.44,11519.44,6.01,0.301,0.325,0.5
EDOLDSTPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,32377.0,32377.0,4.5,4.55,1,2024-09-09,2025-06-30,DNA,Underrun,7194.89,7115.82,-3064.35,0.753,0.848,0.09
EDOLDSTPDX,SCEDISON,DX,SURE,Non Maintenance,FP,10560.0,10560.0,1.5,1.5,1,2024-09-09,2025-06-30,DX,Overrun,7040.0,7040.0,0.63,0.824,0.851,0.0
EDOLDSTPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,56002.0,56002.0,7.95,6.3,1,2024-09-09,2025-06-30,EAS,Underrun,7044.28,8889.21,-1046.12,0.821,0.884,0.06
EDOLDSTPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,69277.57,67382.25,7.07,5.3,1,2024-09-09,2025-06-30,EAS,Underrun,9798.81,12713.63,-519.95,0.67,0.661,0.27
EDOLDSTPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,34104.0,33902.48,4.13,4.14,1,2024-09-09,2025-06-30,IQE,Overrun,8257.63,8189.0,156.45,0.661,0.654,0.29
EDOLDSTPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,506923.43,509020.27,68.73,68.56,11,2024-09-09,2025-06-30,ADM,Underrun,7375.58,7424.45,-1999.93,0.591,0.648,0.22
EDOORSAPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,33946.59,33946.59,4.6,5.86,1,2024-08-05,2025-04-30,DNA,Overrun,7379.69,5792.93,760.82,-0.089,,0.6
EDOORSAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,362856.82,380444.82,41.3,44.78,7,2024-08-05,2025-04-30,EAS,Overrun,8785.88,8495.86,30932.16,0.381,0.278,0.38
EDOORSAPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,124149.14,124149.14,17.69,17.65,3,2024-08-05,2025-04-30,IQE,Underrun,7018.04,7033.95,-386.45,0.603,0.626,0.16
EDOORSAPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,13641.45,13641.45,1.67,1.67,1,2024-08-05,2025-04-30,ADM,Underrun,8168.53,8168.53,0.0,0.539,0.556,0.17
EDOR2BSTCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,277281.0,277281.0,13.05,13.05,2,2023-11-02,2025-08-31,CIS,Underrun,21247.59,21247.59,0.0,0.463,0.47,1.0
EDOR2BSTEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,247520.0,247520.0,13.0,13.0,2,2023-11-02,2025-08-31,EAS,Overrun,19040.0,19040.0,56.55,0.599,0.592,1.0
EDOR2BSTESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,227085.0,227085.0,13.45,13.45,2,2023-11-02,2025-08-31,EAS,Overrun,16883.64,16883.64,24.9,0.486,0.467,0.78
EDOR2BSTIGC,SCEDISON,IGC,SURE,Non Maintenance,FP,174635.0,174635.0,4.25,4.25,1,2023-11-02,2025-08-31,IGC,Underrun,41090.59,41090.59,-0.1,0.423,0.437,1.0
EDOR2BSTSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,1510710.0,1510710.0,82.25,75.95,14,2023-11-02,2025-08-31,ADM,Underrun,18367.29,19890.85,-49438.17,0.544,0.615,0.92
EDP4DXBLBPOSERV,SCEDISON,BPOSERV,SURE,Non Maintenance,FP,29770.0,29770.0,6.0,6.0,1,2021-01-01,2025-12-31,BPOSERV,Underrun,4961.67,4961.67,0.0,0.89,0.89,0.0
EDP4DXBLCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,38045.0,38045.0,3.94,3.94,1,2021-01-01,2025-12-31,CIS,Underrun,9656.09,9656.09,0.0,0.83,0.83,0.0
EDP4DXBLDX,SCEDISON,DX,SURE,Non Maintenance,FP,2985053.0,2985053.0,531.21,531.2,89,2021-01-01,2025-12-31,DX,Overrun,5619.35,5619.45,36537.84,0.69,0.485,0.09
EDP4DXBLEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,49042.0,49042.0,2.52,2.52,1,2021-01-01,2025-12-31,EAS,Underrun,19461.11,19461.11,0.0,0.957,0.956,0.0
EDP4DXBLESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,33170.0,33170.0,0.0,0.0,1,2021-01-01,2025-12-31,EAS,Underrun,,,0.0,1.0,1.0,
EDP4DXBLSEC,SCEDISON,SEC,SURE,Non Maintenance,FP,65063.0,65063.0,6.0,6.0,1,2021-01-01,2025-12-31,SEC,Overrun,10843.83,10843.83,2400.67,0.033,,0.0
EDP4DXBLSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,17425.0,17425.0,3.0,3.0,1,2021-01-01,2025-12-31,ADM,Underrun,5808.33,5808.33,0.0,0.884,0.884,0.0
EDPDASTPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,374426.0,374426.0,23.59,23.52,4,2024-05-01,2025-05-12,EAS,Overrun,15872.23,15919.47,13230.38,0.442,0.485,0.56
EDPEDXSPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,55436.0,16880.0,9.51,2.03,2,2025-07-28,2026-04-17,DNA,Overrun,5829.23,8315.27,19.21,0.659,0.725,0.16
EDPEDXSPDX,SCEDISON,DX,SURE,Non Maintenance,FP,362351.0,593591.0,59.92,116.29,10,2025-07-28,2026-04-17,DX,Underrun,6047.25,5104.4,-508.36,0.403,0.496,0.17
EDPEDXSPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,26520.0,13390.0,2.97,0.98,1,2025-07-28,2026-04-17,EAS,Overrun,8929.29,13663.27,1773.98,0.761,0.588,0.2
EDPEDXSPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,261028.0,65394.0,55.56,8.5,9,2025-07-28,2026-04-17,IQE,Underrun,4698.13,7693.41,-2725.57,0.754,0.742,0.09
EDPL24STCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,28628.51,58226.49,1.5,3.65,1,2024-01-01,2026-02-28,CIS,Overrun,19085.67,15952.46,15001.31,0.647,0.478,0.43
EDPL24STDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,933742.37,1055888.37,99.58,117.02,17,2024-01-01,2026-02-28,DNA,Underrun,9376.81,9023.14,-3335.2,0.652,0.628,0.32
EDPL24STEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,110670.64,365212.02,7.8,26.79,1,2024-01-01,2026-02-28,EAS,Overrun,14188.54,13632.4,12530.74,0.611,0.544,0.56
EDPL24STESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,111525.2,132307.71,5.95,6.96,1,2024-01-01,2026-02-28,EAS,Overrun,18743.73,19009.73,5907.75,0.729,0.706,0.35
EDPL24STIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,284327.03,769666.2,41.06,94.57,7,2024-01-01,2026-02-28,IQE,Underrun,6924.67,8138.59,-71350.21,0.567,0.593,0.39
EDPL24STSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,1166700.25,1848832.89,78.48,137.21,13,2024-01-01,2026-02-28,ADM,Overrun,14866.21,13474.48,61569.26,0.448,0.439,0.58
EDPNCSSTCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,110298.0,110297.85,10.84,10.78,2,2023-08-17,2025-05-15,CIS,Underrun,10175.09,10231.71,-85.82,0.404,0.407,0.51
EDPNCSSTEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,82975.0,82975.0,8.66,8.66,1,2023-08-17,2025-05-15,EAS,Underrun,9581.41,9581.41,0.0,0.642,0.642,0.42
EDPNCSSTESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,70909.0,70909.05,8.57,8.38,1,2023-08-17,2025-05-15,EAS,Underrun,8274.1,8461.7,-187.11,0.672,0.701,0.25
EDPNCSSTIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,18883.0,18883.0,1.93,1.93,1,2023-08-17,2025-05-15,IQE,Overrun,9783.94,9783.94,1.01,0.478,0.488,0.58
EDPNCSSTSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,245492.0,245492.1,14.34,14.02,2,2023-08-17,2025-05-15,ADM,Underrun,17119.39,17510.14,-918.24,0.333,0.345,0.87
EDPPPSPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,133799.67,133799.52,17.23,17.21,3,2025-04-01,2025-07-28,EAS,Underrun,7765.51,7774.52,-127.86,0.727,0.817,0.24
EDPPPSPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,28978.33,28978.48,5.25,5.25,1,2025-04-01,2025-07-28,IQE,Underrun,5519.68,5519.71,-26.93,-0.007,0.29,0.24
EDPSPIVSCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,4577.4,4577.4,0.29,0.29,1,2024-09-02,2026-01-15,CIS,Underrun,15784.14,15784.14,0.0,0.15,0.15,1.0
EDPSPIVSEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,205279.46,326383.42,21.24,33.93,4,2024-09-02,2026-01-15,EAS,Overrun,9664.76,9619.32,5381.42,0.628,0.637,0.35
EDPSPIVSESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,18975.1,18975.6,1.49,1.49,1,2024-09-02,2026-01-15,EAS,Overrun,12734.97,12735.3,9.77,0.571,0.616,0.34
EDPSPIVSIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,540639.12,989061.11,43.2,76.81,7,2024-09-02,2026-01-15,IQE,Overrun,12514.79,12876.72,642.04,0.538,0.503,0.73
EDPSPIVSSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,240226.0,460562.47,13.04,21.46,2,2024-09-02,2026-01-15,ADM,Underrun,18422.24,21461.44,-6183.44,0.4,0.374,0.73
EDPTCSAPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,90000.0,72699.75,11.87,9.01,2,2025-02-01,2026-08-01,EAS,Underrun,7582.14,8068.78,-674.02,0.544,0.623,0.2
EDR78STPCIS,SCEDISON,CIS,SURE,Non Maintenance,FP,79875.75,79875.75,8.6,8.61,1,2024-03-04,2025-05-26,CIS,Overrun,9287.88,9277.09,10.55,0.399,0.401,0.37
EDR78STPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,35542.67,35542.67,5.45,5.06,1,2024-03-04,2025-05-26,DNA,Underrun,6521.59,7024.24,-269.54,0.638,0.645,0.13
EDR78STPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,67708.8,67708.8,10.3,10.26,2,2024-03-04,2025-05-26,EAS,Underrun,6573.67,6599.3,-639.09,0.731,0.737,0.1
EDR78STPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,51116.92,51116.92,4.45,4.38,1,2024-03-04,2025-05-26,EAS,Underrun,11486.95,11670.53,-39.41,0.743,0.742,0.42
EDR78STPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,125917.99,125917.99,20.5,20.5,3,2024-03-04,2025-05-26,IQE,Underrun,6142.34,6142.34,0.0,0.2,0.196,0.45
EDR78STPSUREADM,SCEDISON,ADM,SURE,Non Maintenance,FP,547460.87,547460.87,71.74,71.74,12,2024-03-04,2025-05-26,ADM,Overrun,7631.18,7631.18,40.7,0.573,0.57,0.27
EDR7ECIPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,254575.17,240000.17,21.41,21.08,4,2024-04-01,2025-11-14,DNA,Overrun,11890.48,11385.21,19131.53,0.543,0.463,0.67
EDR7ECIPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,42933.42,42933.42,0.74,0.74,1,2024-04-01,2025-11-14,EAS,Underrun,58018.14,58018.14,0.0,0.921,0.921,0.35
EDR7ECIPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,78134.63,78134.63,6.19,6.17,1,2024-04-01,2025-11-14,EAS,Overrun,12622.72,12663.64,5891.19,0.517,0.733,0.39
EDR7ECIPIQE,SCEDISON,IQE,SURE,Non Maintenance,FP,38724.78,38724.78,4.52,4.22,1,2024-04-01,2025-11-14,IQE,Underrun,8567.43,9176.49,-2302.69,0.367,0.426,0.55
EDR7WDMPDNA,SCEDISON,DNA,SURE,Non Maintenance,FP,134852.0,128258.25,13.75,14.73,2,2025-02-03,2025-10-10,DNA,Overrun,9807.42,8707.28,25619.32,0.619,0.339,0.35
EDR7WDMPEAISDLY,SCEDISON,EAS,SURE,Non Maintenance,FP,12000.0,31706.41,0.75,1.68,1,2025-02-03,2025-10-10,EAS,Underrun,16000.0,18872.86,-3166.53,0.492,0.435,1.0
EDR7WDMPESAP,SCEDISON,EAS,SURE,Non Maintenance,FP,61680.0,48567.34,6.25,6.44,1,2025-02-03,2025-10-10,EAS,Overrun,9868.8,7541.51,12401.89,0.712,0.433,0.2
